Incident ID,Month,Year,State,City Or County,Address,# Killed,# Injured,Operations
1837937,10,2020,Georgia,Atlanta (Sandy Springs),5500 block of Roswell Rd,1,0,N/A
1837582,10,2020,Kansas,Kansas City,1700 block of Short Ave,1,0,N/A
1840610,10,2020,Texas,Fort Worth,8000 block of N Beach St,1,0,N/A
1835068,10,2020,Nebraska,Valparaiso,NW 98th St and W Davey Rd,1,0,N/A
1834122,10,2020,Kentucky,Louisville,2000 block of W Main St,1,0,N/A
1835483,10,2020,Texas,Fort Worth,Western Center Blvd,1,0,N/A
1834097,10,2020,Texas,Porter,23000 block of Owens Rd,1,0,N/A
1834445,10,2020,Kentucky,Owensboro,2200 block of E 19th St,1,0,N/A
1889292,10,2020,Michigan,Burton,1400 block of Packard Ave,1,0,N/A
1834041,10,2020,Pennsylvania,Perkasie,3900 block of Old Ridge Rd,1,0,N/A
1833659,10,2020,Nevada,North Las Vegas,3300 block of Park Town St,1,0,N/A
1833668,10,2020,New York,Brooklyn,51 Eldert St,1,0,N/A
1833374,10,2020,Texas,Dallas,3015 E Ledbetter Dr,1,1,N/A
1832062,10,2020,Indiana,East Chicago,4522 Magoun Ave,1,0,N/A
1831662,10,2020,California,Merced,26th St and Hawthorne Ave,1,0,N/A
1841970,10,2020,Florida,Hialeah,N/A,1,0,N/A
1830752,10,2020,Kentucky,Lexington,509 W Fifth St,1,0,N/A
1829032,10,2020,Pennsylvania,Chester,9th St and Central Ave,1,0,N/A
1828109,10,2020,Georgia,Atlanta,12 Atlanta Ave SW,1,0,N/A
1828457,10,2020,Kentucky,Hopkinsville,McKinney Road,1,0,N/A
1829098,10,2020,Florida,Saint Petersburg (Gulfport),5632 25th Ave S,1,0,N/A
1827753,10,2020,New York,Brooklyn,Fourth Ave and Pacific St,1,0,N/A
1827783,10,2020,Florida,Lake Worth,S F St and 6th Ave S,1,0,N/A
1825036,10,2020,Illinois,Rockford,800 block of N Court St,1,0,N/A
1825466,10,2020,Illinois,Dolton,14975 Lincoln Ave,2,0,N/A
